bms_E,minus_log_prob_tree,expression
52.5764495767397,20.541809186013523, sqrt(cos((log(_a7_) * _a6_)))
53.7497117861219,20.541809186013523, (log(cosh(_a5_)) + sinh(_a2_))
64.0135928353629,27.81698150546629, (_a1_ * exp(cos(exp(sinh(cosh(_a2_))))))
55.6935484573856,24.17939534573991, (fac(_a0_) * sqrt(pow2(sinh(_a3_))))
70.4791476668722,44.07935064558104, ((_a1_ * (_a3_ * pow2((_a5_ + _a8_)))) ** sin(-(sin(_a8_))))
37.1261499351932,13.266636866560754, (_a0_ / pow3(_a9_))
58.612624392616,27.1751276192939, (_a7_ / exp(sin((sinh(_a4_) / _a3_))))
45.5751890085763,16.904223026287138, cos(pow2((_a4_ * _a6_)))
30.6535771553986,9.629050706834368, (_a1_ + _a2_)
38.4409565163358,13.266636866560754, (cosh(_a0_) * _a7_)
61.7274592949498,30.170859892847893, ((_a7_ + tan(sin((_a8_ / _a1_)))) ** _a6_)
45.0376991576044,16.904223026287138, (_a3_ ** sin(abs(_a4_)))
87.0268606121465,28.45883539163869, tan(pow2((_a3_ + pow3(sinh(cos(x))))))
44.346234205631,13.266636866560754, sin((_a4_ ** _a5_))
83.4338649168769,21.18366307218592, -(sinh(exp(abs(cos(_a4_)))))
82.108847520631,41.08361837202705, sqrt(tan(((_a9_ / fac(_a6_)) ** (_a7_ * tan(-(_a8_))))))
50.0790860751133,23.537541459567517, (pow2((_a1_ + _a3_)) / fac(_a7_))
33.5259265045959,10.270904593006762, pow2(pow3(_a0_))
42.9339316161139,16.904223026287138, (tanh(pow2(_a4_)) + _a5_)
14.5165591083887,7.275172319452771, cosh(x)
53.2086516552419,17.546076912459533, sqrt(cosh(log(cosh(_a3_))))
53.1716431466558,20.541809186013523, (sin(tan(_a3_)) / abs(_a6_))
52.4561663412234,23.537541459567517, abs((_a7_ + (sin(_a8_) ** _a2_)))
45.1605320684281,10.270904593006762, sin(cosh(_a7_))
38.0111140789673,13.266636866560754, (cosh(_a4_) / _a4_)
35.8731309008623,13.266636866560754, sqrt((_a4_ / _a5_))
67.8092005920528,16.904223026287138, (-(_a2_) / abs(_a2_))
34.8245762029539,13.266636866560754, (_a1_ * log(_a3_))
43.4899935387693,10.270904593006762, tanh(sqrt(_a4_))
48.6258571415244,13.908490752733147, -(sin(sinh(_a0_)))
41.2324629133853,16.904223026287138, log((sqrt(_a8_) / _a9_))
59.8523177477666,19.899955299841128, (_a2_ / -((_a3_ * _a5_)))
51.6383017869148,13.908490752733147, sin(fac(abs(_a6_)))
44.2295403215045,10.270904593006762, cos(tanh(_a7_))
66.2730241974274,13.908490752733147, fac(tanh(sin(_a2_)))
50.4943714329978,14.550344638905544, pow3(cos(log(x)))
66.236548842813,16.904223026287138, sin(-((_a0_ / _a0_)))
69.8862485965889,33.80844605257428, (sinh(sin(_a2_)) + (exp((_a4_ + _a5_)) / _a8_))
52.2248894186865,23.537541459567517, tan(log((_a1_ / (_a0_ / _a7_))))
39.0829937014579,13.266636866560754, fac((_a9_ + _a7_))
52.5541598464713,13.266636866560754, (-(_a4_) * _a9_)
35.6185075200359,10.270904593006762, abs(log(_a9_))
42.9665216662409,19.899955299841128, (_a7_ * sqrt((_a4_ ** _a9_)))
42.7777017851519,10.270904593006762, pow3(sin(_a3_))
43.4765934210798,19.899955299841128, ((_a2_ * pow3(_a8_)) + _a3_)
49.3318125547484,13.908490752733147, exp(tan(fac(_a0_)))
42.1758820179555,20.541809186013523, (sqrt(x) ** (_a2_ ** _a1_))
49.1333270530987,16.904223026287138, (_a3_ ** cosh(sinh(_a9_)))
45.1741960524774,10.270904593006762, abs(tanh(_a8_))
9.27471471224543,20.541809186013523, sinh(((x ** _a1_) + _a8_))
42.6300183686446,16.904223026287138, (sin(_a9_) + log(_a0_))
45.4482884314642,13.266636866560754, tanh((_a1_ / _a7_))
38.4205899729866,13.266636866560754, (_a0_ ** abs(_a4_))
56.4327448385971,24.17939534573991, pow3((_a8_ ** cos(abs(sqrt(_a9_)))))
61.1015890981397,24.17939534573991, sin(cos((_a5_ + -(exp(_a1_)))))
70.2740668052913,31.45456766519268, abs(cos(abs(sin((x / (_a5_ ** _a6_))))))
33.9410411147559,10.270904593006762, sqrt(exp(_a6_))
30.6535771553852,9.629050706834368, (_a7_ + _a8_)
40.3937250233499,13.266636866560754, tan((_a3_ ** _a5_))
28.6746045241268,10.270904593006762, (x ** _a8_)
40.3937250233998,13.266636866560754, (_a5_ ** tan(_a9_))
46.7504967725294,16.904223026287138, (pow3(sinh(_a6_)) ** _a8_)
66.6878047802034,13.908490752733147, tan(fac(sin(_a3_)))
119.66512177175,30.812713779020285, cosh(fac(pow2(tan(((_a8_ ** _a7_) / _a8_)))))
60.1843024963319,21.18366307218592, cosh(log(pow3(tan(abs(_a7_)))))
83.1221979142119,34.450299938746674, (cos(_a2_) + (tan(sqrt(cosh(tanh(_a6_)))) ** _a3_))
86.8145600597218,37.446032212300665, ((-(abs((_a7_ / _a3_))) * sqrt(sinh(_a6_))) / _a7_)
41.5483039779399,19.899955299841128, (_a4_ / (_a9_ / -(_a8_)))
35.7677356624568,16.262369140114743, (_a6_ * (_a8_ * _a3_))
38.5225106756549,16.904223026287138, (pow2(_a2_) * log(_a9_))
55.2544768644749,21.18366307218592, cosh(sqrt(sqrt(abs(sqrt(_a0_)))))
48.9626189386589,16.904223026287138, sin(log((_a1_ + _a8_)))
42.1286607217729,16.904223026287138, (_a1_ ** exp(exp(_a2_)))
41.3979892457739,16.904223026287138, sqrt(pow3((_a7_ * _a4_)))
